image_id,captions,clip_score
1424775129.jpg,There is a little boy in a red jacket walking down the railroad tracks and holding a stick . The little boy walks along the railroad tracks with his stick . A little boy walks along railroad tracks in the woods . A little boy walking on railroad tracks . little boy walking with stick on tracks,1.0291192680597305
143688205.jpg,"A person scaling a rocky ledge , with a rope supporting . A person is climbing up a rock with a pink rope . A man using a pink rope to climb down a cliff . A man is climbing a rope up a cliff . A climber scales a steep rock face .",0.9051256626844406
1444710198.jpg,"Two boys playing around the shores of a lake with one boy in a teal shirt throwing rocks into the lake . Two young boys appear to be throwing rocks into a lake from the bank . Two young boys play besides a lake , throwing rocks into the water . Two young boys throwing rocks into the water . Two young boys run by the edge of the water .",1.1751586943864822
144571886.jpg,"A blond woman dressed from head to toe in black , stands in front of a CHEVROLET car and sign . Woman giving a presentation about a Chevrolet car . A woman speaking in front of a chevy malibu . Chevrolet car on display at a convention A woman promoting the Chevrolet .",1.149485558271408
1453366750.jpg,Two teen girls hang playfully from the side of the bed Two women are laying upside down on a white bed . Two girls lay upside down on their bed . Two kids laying on a bed upside down Two children are shown upside down .,0.8952313661575317
146019208.jpg,Two men on a snowy and rocky mountainside cook a meal while their teammates sit a little way away . Two people with a bit of equipment sitting on some rocks with snow in the background . Two people in heaving clothing preparing food on a mountain . Two men share a meal on a snow covered mountain . Two men sitting outside in coats .,1.066567674279213
1483574454.jpg,Two asian children working on bicycles at a shop in front of their mother . A man in front of an Asian shop of some sort working on a bicycle . One man checks out a bicycle in a shop while another sits nearby . man in orange shirt squatting and working on black bicycle . Two people working on bicycles .,1.0349255800247192
1505686764.jpg,a man in red shorts is walking along rocks by a river carrying a stick . A man is walking on rocks with water flowing around them . A shirtless man standing on the edge of a stream . A man in red shorts standing on rocks by a stream The hiker nears a creek .,1.1359352618455887
151215569.jpg,A little girl in pink is holding up her pointer finger and pinkie finger in the air while holding her sunglasses in the other hand . A young blond girl in pink shirt and pigtails is sitting atop a man 's shoulders in a crowd . A girl in pink is on the shoulders of a mustached man . A blond girl with braids taking pictures in a crowd . A young girl is on the shoulders of a man .,1.0277385264635086
1542970158.jpg,A man in a plaid shirt and blue jeans stands on scaffolding . The man stands on the scaffolding as he looks outward . A man is standing on red scaffolding . Older male standing on scaffolding . A man is standing on a builder .,0.9969895333051682
154653766.jpg,A group of teenage boys is standing in front of a Wells Fargo Bank . 4 teenagers are standing outside a Wells Fargo bank . Four men standing in outside of Wells Fargo Bank . Young men loitering outside of a bank . Four people in front of wells fargo .,0.8808843791484833
1546632452.jpg,"A little boy wearing a long-sleeve t-shirt and shorts having fun bouncing on a trampoline . A young boy in shorts and a green shirt making a face while airborne on a trampoline . A young boy jumping barefoot on a trampoline in his grassy backyard . A child , wearing green , is bouncing on the trampoline . This child is jumping on a large trampoline .",0.9832258522510529
1554713437.jpg,A skinny brown dog walks across a large piece of fallen tree . A gray dog walks on top of a fallen tree in the woods . The skinny brown dog is walking on a fallen tree . A brown dog walks on top of a felled tree trunk . A big hound dog walking on a log in the woods .,0.9135992079973221
1558753996.jpg,White Man with gray beard playing acoustic guitar against a white tiled background . A man in a burgundy jacket sits before a beige background while playing a guitar . An older man sitting against a call with a guitar in his hands . A bearded man plays guitar leaning against a white wall . A male with a beard is playing a guitar .,0.9690490365028381
1580159719.jpg,A group of young people sitting in the grass as one plays a guitar and another the violin . A group of young people are sitting outside listening a guitar and violin being played . Two guys are playing music outside while people surround them . A group of people sit on a lawn while one plays a guitar . A group of friends are sitting listening to some music .,1.128995567560196
160541986.jpg,A woman with a black sweater and white necklace poses for the camera . A girl is dressed up and wearing a large broach with pearls . A woman wearing antiquated clothing including many pearls . A girl is all decked out with razzling jewelry . A woman wearing a pearl necklace .,0.8404736965894699
160566014.jpg,A man and a woman sit on a car and face the opposite way of the camera . A couple sit on the hood of a car with their backs to the camera . A man and woman sit on a car and watch the road . A man and woman sitting on a parked car . A couple sits on a car .,0.838712528347969
1606988704.jpg,"Three children playing with hay outdoors , throwing some at camera lens . Three young children play in the hay , throwing some at the camera . Two young children are throwing hay . Three children play on corn stacks . Three children playing in hay",1.0441428422927856
16158623.jpg,"There are two men on a ladder one is at the top handing down to the other guy the number "" O "" as this what they do for a living . Two guys climbing a red ladder putting letters on a brown building . Two men with tool belts are fastening a sign to a building . The man on the bottom is wearing a gray shirt . Two men are working together on a ladder .",1.148255467414856
1625306051.jpg,A man in a yellow shirt and a man in an orange shirt jump in the air . Two men in hiking boots strike martial arts poses . Two men jumping on a rock wall Two men leap into the air . A man jumps off a hill .,0.9016243368387222
16396205.jpg,"Three young men standing in a field behind a barbecue smiling each giving the two handed thumbs up sign Three young men are giving the thumbs up sign while grilling sausages on a small barbecue . Three happy young men are in the outdoors waiting for their grilled food to be ready . Three men standing portraying thumbs up to the screen , while having a barbecue . Three men are cooking sausage on a grill .",1.1169885843992233
16630920.jpg,A man selling colorfully patterned rugs enjoys a drink from a coffee cup on a sunny day . A man is sitting on a bench with a cup of coffee looking at the hanging rugs . Man sitting on a bench drink from a mug surrounded by rugs . A man sitting with a lot of rugs around him . Man sitting in a chair hold a cup .,0.9969029575586319
170405864.jpg,The South American dancer is with a small boy during Carnival ' . Beautiful woman dancing on a parade float holding a little boy . A woman in a dress carrying a child in her arms . Scantily-clad woman holding boy in red shirt . A dancer with a bikini is holding a toddler .,0.7862788438796997
172097783.jpg,A young man dressed in blue swimming trunks and a red life jacket waterskiing in a blue lake . A man wearing a red life jacket is water-skiing across a bay . Boy in red vest and blue and white trunks on wakeboard . A boy is wakeboarding on a lake with one hand . A surfer in blue shorts surfs over water .,0.947062149643898
1733853950.jpg,Two men are standing in front of a concrete building using the atm . Two people in black jackets knocking on a door in the city . Two men in black coats stand by the side of a building . A man and a woman are entering a building . Two men entering a building .,0.9442779421806335
1737441377.jpg,"A man in white clothing and an orange sash stands at a cart with a boy in blue jeans as they look over a large stack of green , round produce . A boy in an orange shirt sells fruit from a street cart . An Indonesian child selling his wares on the street . Man and boy work their fruit cart . A man and a boy are tasting fruit .",1.0277888178825378
1775223211.jpg,"One woman is sitting under a loom , another woman is stooping beside it , and is working on the unfinished item . A lady wearing a ball cap learns to weave cloth from a lady instructor . A woman gives the 'thumbs up ' before her legs are amputated . two women working on a yarn machine . Two Asian ladies working at a loom .",1.008123755455017
177591612.jpg,"Two young men , one dressed in black , and the other with a black shirt and light pants , in an urban setting posing , tangled up with a football in the foreground . Two guys against a wall , one is in black pants and is upside down , the other man is in khaki rolled up pants holding the other one up . Two men , one holding the other upside down in front of a building . two individuals intertwined along a cement walkway . Two guys are performing a show .",0.8931400626897812
1777816180.jpg,The little boy walks carefully down the rocks holding his arms out to balance himself . A small boy wearing blue balances as he walks on a large rock . A toddler in blue clothes is balancing on a rock . A boy wearing blue walks across some rocks . a boy prepares a jump off a rock .,1.049422174692154
179778822.jpg,"A little girl with blond-hair , a yellow shirt , and a yellow cup is looking at a mirror with a woman wearing a yellow shit and red shorts behind her . A woman in a yellow shirt and red shorts crosses her arms as she looks into a mirror with a little girl in a yellow Disney Princess shirt . A woman and young blond child standing in front of a mirror . A lady and a toddler stare at themselves in a mirror . A woman watches a small girl with blond-hair .",0.9357740730047226
1806580620.jpg,The gal wearing the black sunglasses and blue jean jacket is smiling . A woman wearing black sunglasses looks to the right and smiles . A blond woman wearing sunglasses and dice earrings smiles . A blond lady with sunglasses smiles . A woman wearing sunglasses smiles .,0.6684444844722748
1810651611.jpg,A little girl in a pink and white flowered dress and blue sweater swinging . A little girl in a dress with pink flowers swings on a red-seated swing . The little girl swings in the backyard . A young girl is swinging in a backyard . A closeup of a little girl on a swing .,0.9276338666677475
1872000955.jpg,Workers dig deeply into a rock and stone hole with tools placed on the ground before them . A bird 's eye view of four people standing in the middle of tall rocks . A group of people digging a large hole . Four black men digging in a deep hole . Africans working in a mine digging .,1.20158351957798
191592626.jpg,A man in a white helmet and huge backpack is rock climbing . A mountain climber has reached the top of a brown rock . A mountain climber follows the edge of the mountain . A climber is scaling a mountain cliff . A man climbs up a mountain .,0.9200070798397064
19469520.jpg,Competitors getting ready to compete in a grand opening event hosted by the chief executive A group of cyclists at a race with their arms around each other . Men in colorful shirts show camaraderie after a bicycle race . A group of bicyclist having their arms around each other . Cyclists await the start of a race .,0.9201644361019135
1961696686.jpg,A woman in a green shirt is getting ready to throw her bowling ball down the lane in a bowling alley . A woman in a green shirt and jeans about to throw a red bowling ball down the lane towards pins . A woman winds up to throw a red bowling ball down the lane . A woman prepares to bowl and red bowling ball . Woman in a green top and blue jeans bowling .,0.9282310307025909
201314419.jpg,"Two people stand at the end of a fenced jetty overlooking the ocean , looking at a purple ocean and sky . Two people looking out over the ocean at a sunset with purple sky and waters . A couple watching a beautiful sunset on the sea side . Two people on a boat looking at the sunset . A couple enjoying a sunset on a cruise .",0.9394525736570358
2047543321.jpg,"A man , wearing an orange hard hat , standing on top a pile of bricks and rubble . A worker stands atop a pile of rubble with a hose in his hand . One man in black clothing standing atop bricks and rubble . A man in a hard hat stand on top of a pile of rubble . A worker cleaning up a demolition site .",1.0463044047355652
2058124718.jpg,Brown dog barks at another brown dog with a stuffed duck in mouth . Two dogs running together and one has a duck toy in its mouth . Two Weirmeiner dogs in red collars are playing with a toy bird Two bird dogs competing for the kill . two brown dogs play .,0.803338885307312
20702864.jpg,"Orange cones , a man in a business suit , and workers with a drill and a wheel barrel on the corner of a street . Two old men are using jackhammers on the sidewalk while people walk by . Two men are using a jackhammer near a drain on a sidewalk . Two construction workers working in the middle of a city . Two middle-aged construction workers are jackhammering .",1.0343659669160843
208025491.jpg,"A man with a beer and another man facing each other , talking . Two men having a conversation in an outdoor public area . One older man holding a beer standing with another man . Two men , one enjoying a beer , have a discussion . Two older men are having a conversation at a park .",0.9441128373146057
20805896.jpg,A young man with a beard and a young man with glasses lying in an oversized chair together with a comforter over them . Two smiling young men lying in a green papasan chair with a tan comforter over them . Two men are Sharon a green beanbag in the corner of the room . Two men are sitting on a papasan chair under the covers . two men smiling and sharing a blanket and chair .,0.8578983694314957
2088460083.jpg,"A damaged vehicle is carried by a repair truck in a nighttime scene . A flat bed truck in a parking lot with an army vehicle on its bed . Dirty SUV sits on the bed of a tow truck at night . A broken down hummer gets towed on a truck bed . An old , beat-up jeep being towed away .",1.0492709279060364
2103080234.jpg,A group of people at a festival are blowing bubbles and enjoying the attractions . Bubbles float amongst a lively crowd gathered at an outdoor carnival . People look onward at bubbles at an outdoor festival . A crowd is enjoying an outdoor festival . Hippies blow bubbles at a festival .,1.0778580605983734
2113592981.jpg,A woman in the middle of a grassy field during autumn jumps in the air and extends her arms over her head . An asian woman is jumping in celebration in a park outside the city . A young Asian woman is jumping midair in a crowded city part . A girl jumps in the air in the middle of a city park . oriental lady jumping in the air with joy .,1.1139661073684692
2113996953.jpg,An Asian woman is sitting on a curb while wearing a hat with two fruit baskets attached to it . A smiling Asian woman wearing a conical hat sits on a sidewalk hawking her bananas . A lady sitting on the round with two baskets of bananas in front of her . A woman sitting on the side of the rode selling bananas . A woman sits on a sidewalk surrounded by fruit .,1.0662263631820679
2123838998.jpg,"Five men dressed in red and white clothing and Santa hats form a musical band composed of a trumpet player , saxophonist , a man playing an accordion and one playing a tambourine busk in front of a store window . A five-piece band , four of the men in red outfits and one of them in a leather jacket and jeans , perform on the sidewalk in front of a shop . An ensemble of musicians playing an accordion , a saxophone , and a trumpet are in front of a store , dressed as santas . A group of men dressed in Santa attired play music on a street corner . People playing instruments on the street while dressed as Santa Claus .",1.1189065873622894
2123995873.jpg,A lone leafless tree of about 25 feet stands in front of a construction site using blue mesh and a construction worker resting an arm on a traffic light pole . A person wearing a construction uniform is leaning against a traffic light pole on the sidewalk . A construction worker is leaning against a traffic light pole in front of a construction site . Construction worker leaning against under a crosswalk light . A construction worker leaning against a post .,0.9555401653051376
2125626631.jpg,A dog makes a faithful leap to catch a green and black Frisbee in his mouth . A white dog is airborne whilst catching a green toy . A leaping dog catches a green and black Frisbee . Small dog jumps sideways to catch a soft disc . A dog catching a Frisbee .,1.1251737177371979
2127166904.jpg,A man in a gray sweater speaks to two women and a man pushing a shopping cart through Walmart A man in a red coat at Walmart looks at the camera while a group of women talk . Four Walmart shoppers in a deep discussion in the grocery section . A group of people are discussing what they need to buy from Walmart Four people talking during a shopping trip .,0.9465685486793518
213583123.jpg,A young man in a yellow safety vest asleep with his head back over a chair . A woman in a green vest leans back with her eyes closed and mouth open . A worker sleeping outside in a chair during the daytime . A woman sleeping while standing up . A young man asleep on the job .,0.7976876199245453
214166720.jpg,This man is sitting on the floor holding up and showing the bottom of a teddy bear . A boy in an olive shirt is showing the bottom side of a blue stuffed animal . A man wearing dark green shirt and sweatpants is showing off a stuffed toy There is a man with a stuffed animal sitting on a blue rug . A man sitting on the floor holding a toy .,1.1078710854053497
2147866213.jpg,A man wearing glasses and with a beer in his left hand and his dog in his right hand being seated in a love seat . a man wearing glasses is seated holding a small dog on a leash and a long neck bottle A man holds a dog and a beer while sitting in a floral armchair . A man is sitting in a chair with his dog and a beer in hand . A man is sitting with his brown and white dog .,0.9693976491689682
21514026.jpg,"A lady in a long black dress is standing in a room with tables and chairs holding her arms behind her back . An older man in a green shirt , getting ready to sit down at a table . A woman in a long , black dress carries a tray on top of her head . A woman in a black dress is standing in the distance waiting . In a cafe a woman stands in a dress .",0.833299458026886
2167644298.jpg,"A man with a hat , glasses , jewelry and a jacket stands against an orange wall . There is a man with glasses and a hat wearing a black suit jacket indoors . A man dressed in black wearing a hat and glasses in front of a red wall . A man wearing all black and a black hat is smiling . A man in a black hat stands in front of a red wall .",0.9550225734710693
2174648405.jpg,Women in dresses work the assembly line while wearing masks and hairnets . Two ladies wearing medical mask working in a food factory . Two indian women in sari 's work inside a factory . Two woman are in a warehouse wearing mask . Two women work in a cookie factory .,1.0348418354988098
2176874361.jpg,a small black dog growling at a large brown and white cow . A black dog runs in front of a large brown and white bull . A dog and a cow play together inside the fence . Running dog and cow in fenced area . The dog is running around the cow .,1.0319538414478302
